Index,State/Union Territory,District,Crop,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
7977,Kerala,Kannur,Rice,2013,Autumn     ,2684,5908,2.20119225
7978,Kerala,Kannur,Rice,2013,Summer     ,20,46,2.3
7979,Kerala,Kannur,Rice,2013,Winter     ,2376,5339,2.247053872
7980,Kerala,Kannur,Rice,2013,Total,5080,11293,2.223031496
7981,Kerala,Kannur,Rice,2014,Autumn     ,2638,5905,2.238438211
7982,Kerala,Kannur,Rice,2014,Summer     ,11,25,2.272727273
7983,Kerala,Kannur,Rice,2014,Winter     ,2306,5234,2.269731136
7984,Kerala,Kannur,Rice,2014,Total,4955,11164,2.253077699
7985,Kerala,Kannur,Rice,2015,Autumn     ,2750,5924,2.154181818
7986,Kerala,Kannur,Rice,2015,Summer     ,7,12,1.714285714
7987,Kerala,Kannur,Rice,2015,Winter     ,2721,5582,2.051451672
7988,Kerala,Kannur,Rice,2015,Total,5478,11518,2.102592187
7989,Kerala,Kannur,Rice,2016,Autumn     ,2666,7081,2.65603901
7990,Kerala,Kannur,Rice,2016,Summer     ,14,37,2.642857143
7991,Kerala,Kannur,Rice,2016,Winter     ,1991,3505,1.760421899
7992,Kerala,Kannur,Rice,2016,Total,4671,10623,2.274245344
7993,Kerala,Kannur,Rice,2017,Autumn     ,2803,6174,2.202640029
7994,Kerala,Kannur,Rice,2017,Summer     ,12,24,2
7995,Kerala,Kannur,Rice,2017,Winter     ,2375,5120,2.155789474
7996,Kerala,Kannur,Rice,2017,Total,5190,11318,2.180732177
7997,Kerala,Kannur,Rice,2018,Autumn     ,2871.98,7010,2.440824797
7998,Kerala,Kannur,Rice,2018,Summer     ,6.67,12,1.79910045
7999,Kerala,Kannur,Rice,2018,Winter     ,2261.75,4121,1.822040455
8000,Kerala,Kannur,Rice,2018,Total,5140.4,11143,2.167730138
8001,Kerala,Kannur,Rice,2019,Autumn     ,3346,7419,2.217274357
8002,Kerala,Kannur,Rice,2019,Summer     ,6,11,1.833333333
8003,Kerala,Kannur,Rice,2019,Winter     ,2363,5019,2.123994922
8004,Kerala,Kannur,Rice,2019,Total,5715,12449,2.178302712
8005,Kerala,Kasaragod,Rice,2010,Autumn     ,2283.99,5824.305,2.550057137
8006,Kerala,Kasaragod,Rice,2010,Summer     ,414.04,976.059,2.357402666
8007,Kerala,Kasaragod,Rice,2010,Winter     ,1457.39,3033.992,2.081798283
8008,Kerala,Kasaragod,Rice,2010,Total,4155.42,9834.356,2.366633457
8009,Kerala,Kasaragod,Rice,2011,Autumn     ,2021.02,4751.346,2.350964365
8010,Kerala,Kasaragod,Rice,2011,Summer     ,334.66,872.349,2.606672444
8011,Kerala,Kasaragod,Rice,2011,Winter     ,1501.35,2931.771,1.952756519
8012,Kerala,Kasaragod,Rice,2011,Total,3857.03,8555.466,2.218148679
8013,Kerala,Kasaragod,Rice,2012,Autumn     ,1883,4831,2.56558683
8014,Kerala,Kasaragod,Rice,2012,Summer     ,268,628,2.343283582
8015,Kerala,Kasaragod,Rice,2012,Winter     ,1363,2657,1.949376376
8016,Kerala,Kasaragod,Rice,2012,Total,3514,8116,2.309618668
8017,Kerala,Kasaragod,Rice,2013,Autumn     ,2091,5093,2.43567671
8018,Kerala,Kasaragod,Rice,2013,Summer     ,407,926,2.275184275
8019,Kerala,Kasaragod,Rice,2013,Winter     ,1707,3420,2.003514939
8020,Kerala,Kasaragod,Rice,2013,Total,4205,9439,2.24470868
8021,Kerala,Kasaragod,Rice,2014,Autumn     ,1629,3863,2.371393493
8022,Kerala,Kasaragod,Rice,2014,Summer     ,296,677,2.287162162
8023,Kerala,Kasaragod,Rice,2014,Winter     ,740,1555,2.101351351
8024,Kerala,Kasaragod,Rice,2014,Total,2665,6095,2.287054409
8025,Kerala,Kasaragod,Rice,2015,Autumn     ,2393,5542,2.315921438
8026,Kerala,Kasaragod,Rice,2015,Summer     ,288,695,2.413194444
8027,Kerala,Kasaragod,Rice,2015,Winter     ,1162,2323,1.999139415
8028,Kerala,Kasaragod,Rice,2015,Total,3843,8560,2.22742649
8029,Kerala,Kasaragod,Rice,2016,Autumn     ,1559,3935,2.524053881
8030,Kerala,Kasaragod,Rice,2016,Summer     ,120,289,2.408333333
8031,Kerala,Kasaragod,Rice,2016,Winter     ,1058,1993,1.883742911
8032,Kerala,Kasaragod,Rice,2016,Total,2737,6217,2.271465108
8033,Kerala,Kasaragod,Rice,2017,Autumn     ,1144,2800,2.447552448
8034,Kerala,Kasaragod,Rice,2017,Summer     ,293,726,2.4778157
8035,Kerala,Kasaragod,Rice,2017,Winter     ,624,1341,2.149038462
8036,Kerala,Kasaragod,Rice,2017,Total,2061,4867,2.361475012
8037,Kerala,Kasaragod,Rice,2018,Autumn     ,1183.58,2964,2.504266716
8038,Kerala,Kasaragod,Rice,2018,Summer     ,188.74,435,2.304757868
8039,Kerala,Kasaragod,Rice,2018,Winter     ,862.1,1625,1.884932142
8040,Kerala,Kasaragod,Rice,2018,Total,2234.42,5024,2.248458213
8041,Kerala,Kasaragod,Rice,2019,Autumn     ,1326,2924,2.205128205
8042,Kerala,Kasaragod,Rice,2019,Summer     ,178,418,2.348314607
8043,Kerala,Kasaragod,Rice,2019,Winter     ,810,1588,1.960493827
8044,Kerala,Kasaragod,Rice,2019,Total,2314,4930,2.13050994
8045,Kerala,Kollam,Rice,2010,Autumn     ,960.36,2158.512,2.247607147
8046,Kerala,Kollam,Rice,2010,Summer     ,80.58,136.726,1.696773393
8047,Kerala,Kollam,Rice,2010,Winter     ,2300.57,4859.449,2.112280435
8048,Kerala,Kollam,Rice,2010,Total,3341.51,7154.687,2.14115385
8049,Kerala,Kollam,Rice,2011,Autumn     ,619.89,1396.294,2.252486732
8050,Kerala,Kollam,Rice,2011,Summer     ,23.85,36.917,1.5478826
8051,Kerala,Kollam,Rice,2011,Winter     ,1453.06,3335.19,2.295287187
8052,Kerala,Kollam,Rice,2011,Total,2096.8,4768.401,2.274132488
8053,Kerala,Kollam,Rice,2012,Autumn     ,171,413,2.415204678
8054,Kerala,Kollam,Rice,2012,Summer     ,145,305,2.103448276
8055,Kerala,Kollam,Rice,2012,Winter     ,1071,2210,2.063492064
8056,Kerala,Kollam,Rice,2012,Total,1387,2928,2.111031002
8057,Kerala,Kollam,Rice,2013,Autumn     ,275,684,2.487272727
8058,Kerala,Kollam,Rice,2013,Summer     ,5,5,1
8059,Kerala,Kollam,Rice,2013,Winter     ,1083,2545,2.349953832
8060,Kerala,Kollam,Rice,2013,Total,1363,3234,2.372707263
8061,Kerala,Kollam,Rice,2014,Autumn     ,374,941,2.516042781
8062,Kerala,Kollam,Rice,2014,Summer     ,1,2,2
8063,Kerala,Kollam,Rice,2014,Winter     ,952,2207,2.318277311
8064,Kerala,Kollam,Rice,2014,Total,1327,3150,2.373775433
8065,Kerala,Kollam,Rice,2015,Autumn     ,417,1014,2.431654676
8066,Kerala,Kollam,Rice,2015,Summer     ,6,12,2
8067,Kerala,Kollam,Rice,2015,Winter     ,1132,2325,2.053886926
8068,Kerala,Kollam,Rice,2015,Total,1555,3351,2.154983923
8069,Kerala,Kollam,Rice,2016,Autumn     ,297,829,2.791245791
8070,Kerala,Kollam,Rice,2016,Summer     ,119,92,0.773109244
8071,Kerala,Kollam,Rice,2016,Winter     ,886,1475,1.664785553
8072,Kerala,Kollam,Rice,2016,Total,1302,2396,1.840245776
8073,Kerala,Kollam,Rice,2017,Autumn     ,311,746,2.398713826
8074,Kerala,Kollam,Rice,2017,Summer     ,327,673,2.058103976
8075,Kerala,Kollam,Rice,2017,Winter     ,1285,2883,2.243579767
8076,Kerala,Kollam,Rice,2017,Total,1923,4302,2.237129485
8077,Kerala,Kollam,Rice,2018,Autumn     ,354.14,807,2.278759813
8078,Kerala,Kollam,Rice,2018,Summer     ,334.39,880,2.631657645
8079,Kerala,Kollam,Rice,2018,Winter     ,1286.06,2827,2.19818671
8080,Kerala,Kollam,Rice,2018,Total,1974.59,4514,2.286044192
8081,Kerala,Kollam,Rice,2019,Autumn     ,484,949,1.960743802
8082,Kerala,Kollam,Rice,2019,Summer     ,336,651,1.9375
8083,Kerala,Kollam,Rice,2019,Winter     ,1383,2781,2.010845987
8084,Kerala,Kollam,Rice,2019,Total,2203,4381,1.988651838
8085,Kerala,Kottayam,Rice,2010,Autumn     ,5463.56,16064.763,2.940347136
8086,Kerala,Kottayam,Rice,2010,Summer     ,7775.37,21435.581,2.756856716
8087,Kerala,Kottayam,Rice,2010,Winter     ,1536.12,3469.167,2.258395829
8088,Kerala,Kottayam,Rice,2010,Total,14775.05,40969.511,2.772884762
8089,Kerala,Kottayam,Rice,2011,Autumn     ,6810.31,19437.669,2.854153335
8090,Kerala,Kottayam,Rice,2011,Summer     ,11635.88,36177.883,3.109166045
8091,Kerala,Kottayam,Rice,2011,Winter     ,2964.06,7963.025,2.686526251
8092,Kerala,Kottayam,Rice,2011,Total,21410.25,63578.577,2.969539216
8093,Kerala,Kottayam,Rice,2012,Autumn     ,4360,14479,3.32087156
8094,Kerala,Kottayam,Rice,2012,Summer     ,10902,29589,2.714089158
8095,Kerala,Kottayam,Rice,2012,Winter     ,2309,6951,3.01039411
8096,Kerala,Kottayam,Rice,2012,Total,17571,51019,2.903591145
8097,Kerala,Kottayam,Rice,2013,Autumn     ,1106,2834,2.56238698
8098,Kerala,Kottayam,Rice,2013,Summer     ,7823,25574,3.269078359
8099,Kerala,Kottayam,Rice,2013,Winter     ,6817,22321,3.274314215
8100,Kerala,Kottayam,Rice,2013,Total,15746,50729,3.2217071
8101,Kerala,Kottayam,Rice,2014,Autumn     ,5059,14354,2.837319628
8102,Kerala,Kottayam,Rice,2014,Summer     ,9346,27118,2.901562166
8103,Kerala,Kottayam,Rice,2014,Winter     ,2890,7921,2.74083045
8104,Kerala,Kottayam,Rice,2014,Total,17295,49393,2.855912113
8105,Kerala,Kottayam,Rice,2015,Autumn     ,3661,12191,3.329964491
8106,Kerala,Kottayam,Rice,2015,Summer     ,8360,25047,2.996052632
8107,Kerala,Kottayam,Rice,2015,Winter     ,4251,12268,2.885909198
8108,Kerala,Kottayam,Rice,2015,Total,16272,49506,3.04240413
8109,Kerala,Kottayam,Rice,2016,Autumn     ,3192,10152,3.180451128
8110,Kerala,Kottayam,Rice,2016,Summer     ,9339,25313,2.710461506
8111,Kerala,Kottayam,Rice,2016,Winter     ,4685,12565,2.681963714
8112,Kerala,Kottayam,Rice,2016,Total,17216,48030,2.789846654
8113,Kerala,Kottayam,Rice,2017,Autumn     ,4622,11908,2.576373864
8114,Kerala,Kottayam,Rice,2017,Summer     ,8300,24856,2.994698795
8115,Kerala,Kottayam,Rice,2017,Winter     ,4504,12745,2.829706927
8116,Kerala,Kottayam,Rice,2017,Total,17426,49509,2.841099507
8117,Kerala,Kottayam,Rice,2018,Autumn     ,5609.18,936,0.166869311
8118,Kerala,Kottayam,Rice,2018,Summer     ,9777.84,34488,3.527159373
8119,Kerala,Kottayam,Rice,2018,Winter     ,6785.03,26493,3.90462533
8120,Kerala,Kottayam,Rice,2018,Total,22172.05,61917,2.792569925
8121,Kerala,Kottayam,Rice,2019,Autumn     ,1851,3457,1.867639114
8122,Kerala,Kottayam,Rice,2019,Summer     ,10678,32218,3.017231691
8123,Kerala,Kottayam,Rice,2019,Winter     ,6211,17181,2.76622122
8124,Kerala,Kottayam,Rice,2019,Total,18740,52856,2.820490929
8125,Kerala,Kozhikode,Rice,2010,Autumn     ,144.09,182.379,1.265729752
8126,Kerala,Kozhikode,Rice,2010,Summer     ,509.52,1029.511,2.020550714
8127,Kerala,Kozhikode,Rice,2010,Winter     ,2349.43,2601.915,1.107466492
8128,Kerala,Kozhikode,Rice,2010,Total,3003.04,3813.805,1.269981419
8129,Kerala,Kozhikode,Rice,2011,Autumn     ,115.91,181.903,1.569346907
8130,Kerala,Kozhikode,Rice,2011,Summer     ,528.26,1207.709,2.28620187
8131,Kerala,Kozhikode,Rice,2011,Winter     ,2276.29,2883.954,1.266953683
8132,Kerala,Kozhikode,Rice,2011,Total,2920.46,4273.566,1.463319477
8133,Kerala,Kozhikode,Rice,2012,Autumn     ,143,204,1.426573427
8134,Kerala,Kozhikode,Rice,2012,Summer     ,631,1443,2.286846276
8135,Kerala,Kozhikode,Rice,2012,Winter     ,2737,3679,1.344172452
8136,Kerala,Kozhikode,Rice,2012,Total,3511,5326,1.516946739
8137,Kerala,Kozhikode,Rice,2013,Autumn     ,79,120,1.518987342
8138,Kerala,Kozhikode,Rice,2013,Summer     ,563,1437,2.552397869
8139,Kerala,Kozhikode,Rice,2013,Winter     ,1791,2293,1.280290341
8140,Kerala,Kozhikode,Rice,2013,Total,2433,3850,1.582408549
8141,Kerala,Kozhikode,Rice,2014,Autumn     ,62,62,1
8142,Kerala,Kozhikode,Rice,2014,Summer     ,551,1284,2.33030853
8143,Kerala,Kozhikode,Rice,2014,Winter     ,1708,2077,1.216042155
8144,Kerala,Kozhikode,Rice,2014,Total,2321,3423,1.474795347
8145,Kerala,Kozhikode,Rice,2015,Autumn     ,47,58,1.234042553
8146,Kerala,Kozhikode,Rice,2015,Summer     ,448,936,2.089285714
8147,Kerala,Kozhikode,Rice,2015,Winter     ,2377,2614,1.099705511
8148,Kerala,Kozhikode,Rice,2015,Total,2872,3608,1.25626741
8149,Kerala,Kozhikode,Rice,2016,Autumn     ,58,112,1.931034483
8150,Kerala,Kozhikode,Rice,2016,Summer     ,432,1211,2.803240741
8151,Kerala,Kozhikode,Rice,2016,Winter     ,1497,1612,1.076820307
8152,Kerala,Kozhikode,Rice,2016,Total,1987,2935,1.477101158
8153,Kerala,Kozhikode,Rice,2017,Autumn     ,52,66,1.269230769
8154,Kerala,Kozhikode,Rice,2017,Summer     ,909,2069,2.276127613
8155,Kerala,Kozhikode,Rice,2017,Winter     ,1567,1825,1.16464582
8156,Kerala,Kozhikode,Rice,2017,Total,2528,3960,1.566455696
8157,Kerala,Kozhikode,Rice,2018,Autumn     ,29.39,37,1.258931609
8158,Kerala,Kozhikode,Rice,2018,Summer     ,626.82,1613,2.573306531
8159,Kerala,Kozhikode,Rice,2018,Winter     ,1518.59,1789,1.178066496
8160,Kerala,Kozhikode,Rice,2018,Total,2174.8,3439,1.581294832
8161,Kerala,Kozhikode,Rice,2019,Autumn     ,299,512,1.712374582
8162,Kerala,Kozhikode,Rice,2019,Summer     ,657,1115,1.697108067
8163,Kerala,Kozhikode,Rice,2019,Winter     ,1448,1732,1.196132597
8164,Kerala,Kozhikode,Rice,2019,Total,2404,3359,1.397254576
8165,Kerala,Malappuram,Rice,2010,Autumn     ,1088.27,2296.7,2.110413776
8166,Kerala,Malappuram,Rice,2010,Summer     ,1770.44,5946.439,3.358735117
8167,Kerala,Malappuram,Rice,2010,Winter     ,6090.74,12826.267,2.105863491
8168,Kerala,Malappuram,Rice,2010,Total,8949.45,21069.406,2.354268251
8169,Kerala,Malappuram,Rice,2011,Autumn     ,766.64,1588.675,2.072256861
8170,Kerala,Malappuram,Rice,2011,Summer     ,1620.08,5845.584,3.608207002
8171,Kerala,Malappuram,Rice,2011,Winter     ,5140.8,11142.311,2.167427443
8172,Kerala,Malappuram,Rice,2011,Total,7527.52,18576.57,2.467820743
8173,Kerala,Malappuram,Rice,2012,Autumn     ,493,1074,2.178498986
8174,Kerala,Malappuram,Rice,2012,Summer     ,1458,5115,3.508230453
8175,Kerala,Malappuram,Rice,2012,Winter     ,4723,9188,1.945373703
8176,Kerala,Malappuram,Rice,2012,Total,6674,15377,2.304015583
8177,Kerala,Malappuram,Rice,2013,Autumn     ,121,272,2.247933884
8178,Kerala,Malappuram,Rice,2013,Summer     ,1798,6624,3.684093437
8179,Kerala,Malappuram,Rice,2013,Winter     ,5630,12813,2.275843695
8180,Kerala,Malappuram,Rice,2013,Total,7549,19709,2.610809379
8181,Kerala,Malappuram,Rice,2014,Autumn     ,494,1020,2.064777328
8182,Kerala,Malappuram,Rice,2014,Summer     ,1940,7577,3.905670103
8183,Kerala,Malappuram,Rice,2014,Winter     ,5968,13682,2.292560322
8184,Kerala,Malappuram,Rice,2014,Total,8402,22279,2.651630564
8185,Kerala,Malappuram,Rice,2015,Autumn     ,395,822,2.081012658
8186,Kerala,Malappuram,Rice,2015,Summer     ,2158,8543,3.958758109
8187,Kerala,Malappuram,Rice,2015,Winter     ,6134,14284,2.328659928
8188,Kerala,Malappuram,Rice,2015,Total,8687,23649,2.722343732
8189,Kerala,Malappuram,Rice,2016,Autumn     ,269,628,2.334572491
8190,Kerala,Malappuram,Rice,2016,Summer     ,1882,6941,3.688097768
8191,Kerala,Malappuram,Rice,2016,Winter     ,4989,9642,1.932651834
8192,Kerala,Malappuram,Rice,2016,Total,7140,17211,2.410504202
8193,Kerala,Malappuram,Rice,2017,Autumn     ,338,706,2.088757396
8194,Kerala,Malappuram,Rice,2017,Summer     ,2456,9768,3.977198697
8195,Kerala,Malappuram,Rice,2017,Winter     ,4996,13097,2.621497198
8196,Kerala,Malappuram,Rice,2017,Total,7790,23571,3.025802311
8197,Kerala,Malappuram,Rice,2018,Autumn     ,265.13,456,1.719910987
8198,Kerala,Malappuram,Rice,2018,Summer     ,2475.59,10516,4.247876264
8199,Kerala,Malappuram,Rice,2018,Winter     ,5464.97,16012,2.929933742
8200,Kerala,Malappuram,Rice,2018,Total,8205.69,26984,3.288449844
8201,Kerala,Malappuram,Rice,2019,Autumn     ,414,748,1.806763285
8202,Kerala,Malappuram,Rice,2019,Summer     ,2703,10797,3.99445061
8203,Kerala,Malappuram,Rice,2019,Winter     ,5686,16990,2.988040802
8204,Kerala,Malappuram,Rice,2019,Total,8803,28535,3.241508577
8205,Kerala,Palakkad,Rice,2010,Autumn     ,38647.59,96029.742,2.484753694
8206,Kerala,Palakkad,Rice,2010,Summer     ,5499.34,15300.228,2.7821935
8207,Kerala,Palakkad,Rice,2010,Winter     ,43364.45,106825.435,2.463433412
8208,Kerala,Palakkad,Rice,2010,Total,87511.38,218155.405,2.492880412
8209,Kerala,Palakkad,Rice,2011,Autumn     ,37932.97,92522.579,2.439107167
8210,Kerala,Palakkad,Rice,2011,Summer     ,3660.19,10687.717,2.919989673
8211,Kerala,Palakkad,Rice,2011,Winter     ,42405.07,121202.428,2.858206059
8212,Kerala,Palakkad,Rice,2011,Total,83998.23,224412.724,2.671636343
8213,Kerala,Palakkad,Rice,2012,Autumn     ,37021,89411,2.415142757
8214,Kerala,Palakkad,Rice,2012,Summer     ,2678,5286,1.97386109
8215,Kerala,Palakkad,Rice,2012,Winter     ,39502,94532,2.393094021
8216,Kerala,Palakkad,Rice,2012,Total,79201,189229,2.389224884
8217,Kerala,Palakkad,Rice,2013,Autumn     ,35561,97030,2.728550941
8218,Kerala,Palakkad,Rice,2013,Summer     ,4642,13159,2.834769496
8219,Kerala,Palakkad,Rice,2013,Winter     ,42693,127876,2.995245122
8220,Kerala,Palakkad,Rice,2013,Total,82896,238065,2.871851477
8221,Kerala,Palakkad,Rice,2014,Autumn     ,37371,95178,2.546841134
8222,Kerala,Palakkad,Rice,2014,Summer     ,2695,8925,3.311688312
8223,Kerala,Palakkad,Rice,2014,Winter     ,42846,132295,3.087686132
8224,Kerala,Palakkad,Rice,2014,Total,82912,236398,2.851191625
8225,Kerala,Palakkad,Rice,2015,Autumn     ,36244,95152,2.625317294
8226,Kerala,Palakkad,Rice,2015,Summer     ,3839,11150,2.904402188
8227,Kerala,Palakkad,Rice,2015,Winter     ,41037,122157,2.976752687
8228,Kerala,Palakkad,Rice,2015,Total,81120,228459,2.816309172
8229,Kerala,Palakkad,Rice,2016,Autumn     ,35524,102664,2.889989866
8230,Kerala,Palakkad,Rice,2016,Summer     ,456,881,1.932017544
8231,Kerala,Palakkad,Rice,2016,Winter     ,29533,40730,1.379135205
8232,Kerala,Palakkad,Rice,2016,Total,65513,144275,2.202234671
8233,Kerala,Palakkad,Rice,2017,Autumn     ,35972,92180,2.562548649
8234,Kerala,Palakkad,Rice,2017,Summer     ,2005,5467,2.726683292
8235,Kerala,Palakkad,Rice,2017,Winter     ,37299,100979,2.707284378
8236,Kerala,Palakkad,Rice,2017,Total,75276,198626,2.638636484
8237,Kerala,Palakkad,Rice,2018,Autumn     ,35103.43,81688,2.327066045
8238,Kerala,Palakkad,Rice,2018,Summer     ,2541.88,8394,3.302280202
8239,Kerala,Palakkad,Rice,2018,Winter     ,39297.37,125203,3.186040185
8240,Kerala,Palakkad,Rice,2018,Total,76942.68,215285,2.79799196
8241,Kerala,Palakkad,Rice,2019,Autumn     ,34617,102307,2.955397637
8242,Kerala,Palakkad,Rice,2019,Summer     ,3261,10830,3.321067157
8243,Kerala,Palakkad,Rice,2019,Winter     ,39083,135440,3.465445334
8244,Kerala,Palakkad,Rice,2019,Total,76961,248577,3.229908655
8245,Kerala,Pathanamthitta,Rice,2010,Autumn     ,112.56,245.279,2.179095594
8246,Kerala,Pathanamthitta,Rice,2010,Summer     ,2393.46,5289.701,2.210064509
8247,Kerala,Pathanamthitta,Rice,2010,Winter     ,479.99,1092.542,2.276176587
8248,Kerala,Pathanamthitta,Rice,2010,Total,2986.01,6627.522,2.219524382
8249,Kerala,Pathanamthitta,Rice,2011,Autumn     ,45.42,96.016,2.113958609
8250,Kerala,Pathanamthitta,Rice,2011,Summer     ,2282.25,7513.282,3.292050389
8251,Kerala,Pathanamthitta,Rice,2011,Winter     ,474.82,1380.156,2.906693063
8252,Kerala,Pathanamthitta,Rice,2011,Total,2802.49,8989.454,3.207666754
8253,Kerala,Pathanamthitta,Rice,2012,Autumn     ,34,92,2.705882353
8254,Kerala,Pathanamthitta,Rice,2012,Summer     ,1847,4965,2.688142935
8255,Kerala,Pathanamthitta,Rice,2012,Winter     ,399,984,2.466165414
8256,Kerala,Pathanamthitta,Rice,2012,Total,2280,6041,2.649561404
8257,Kerala,Pathanamthitta,Rice,2013,Autumn     ,8,18,2.25
8258,Kerala,Pathanamthitta,Rice,2013,Summer     ,1970,6304,3.2
8259,Kerala,Pathanamthitta,Rice,2013,Winter     ,489,1232,2.519427403
8260,Kerala,Pathanamthitta,Rice,2013,Total,2467,7554,3.062018646
8261,Kerala,Pathanamthitta,Rice,2014,Autumn     ,35,53,1.514285714
8262,Kerala,Pathanamthitta,Rice,2014,Summer     ,2084,6214,2.981765835
8263,Kerala,Pathanamthitta,Rice,2014,Winter     ,473,1306,2.761099366
8264,Kerala,Pathanamthitta,Rice,2014,Total,2592,7573,2.921682099
8265,Kerala,Pathanamthitta,Rice,2015,Autumn     ,28,62,2.214285714
8266,Kerala,Pathanamthitta,Rice,2015,Summer     ,2087,7327,3.510781025
8267,Kerala,Pathanamthitta,Rice,2015,Winter     ,419,1007,2.403341289
8268,Kerala,Pathanamthitta,Rice,2015,Total,2534,8396,3.313338595
8269,Kerala,Pathanamthitta,Rice,2016,Autumn     ,43,69,1.604651163
8270,Kerala,Pathanamthitta,Rice,2016,Summer     ,2068,7194,3.478723404
8271,Kerala,Pathanamthitta,Rice,2016,Winter     ,529,1574,2.975425331
8272,Kerala,Pathanamthitta,Rice,2016,Total,2640,8837,3.347348485
8273,Kerala,Pathanamthitta,Rice,2017,Autumn     ,81,92,1.135802469
8274,Kerala,Pathanamthitta,Rice,2017,Summer     ,2637,7894,2.99355328
8275,Kerala,Pathanamthitta,Rice,2017,Winter     ,369,857,2.322493225
8276,Kerala,Pathanamthitta,Rice,2017,Total,3087,8843,2.864593456
8277,Kerala,Pathanamthitta,Rice,2018,Autumn     ,24.46,17,0.695012265
8278,Kerala,Pathanamthitta,Rice,2018,Summer     ,2726.64,10531,3.862262712
8279,Kerala,Pathanamthitta,Rice,2018,Winter     ,417.67,1128,2.700696722
8280,Kerala,Pathanamthitta,Rice,2018,Total,3168.77,11676,3.684710471
8281,Kerala,Pathanamthitta,Rice,2019,Autumn     ,55,47,0.854545455
8282,Kerala,Pathanamthitta,Rice,2019,Summer     ,2935,10052,3.424872232
8283,Kerala,Pathanamthitta,Rice,2019,Winter     ,514,1289,2.507782101
8284,Kerala,Pathanamthitta,Rice,2019,Total,3504,11388,3.25
8285,Kerala,Thiruvananthapuram,Rice,2010,Autumn     ,1492.8,3593.073,2.406935289
8286,Kerala,Thiruvananthapuram,Rice,2010,Summer     ,267.49,559.537,2.091805301
8287,Kerala,Thiruvananthapuram,Rice,2010,Winter     ,1158.51,2770.169,2.391148113
8288,Kerala,Thiruvananthapuram,Rice,2010,Total,2918.8,6922.779,2.371789434
8289,Kerala,Thiruvananthapuram,Rice,2011,Autumn     ,1204.98,3137.866,2.604081396
8290,Kerala,Thiruvananthapuram,Rice,2011,Summer     ,112.24,268.309,2.390493585
8291,Kerala,Thiruvananthapuram,Rice,2011,Winter     ,1077.65,2732.521,2.535629379
8292,Kerala,Thiruvananthapuram,Rice,2011,Total,2394.87,6138.696,2.563268988
8293,Kerala,Thiruvananthapuram,Rice,2012,Autumn     ,596,1471,2.468120805
8294,Kerala,Thiruvananthapuram,Rice,2012,Summer     ,40,91,2.275
8295,Kerala,Thiruvananthapuram,Rice,2012,Winter     ,1180,2534,2.147457627
8296,Kerala,Thiruvananthapuram,Rice,2012,Total,1816,4096,2.255506608
8297,Kerala,Thiruvananthapuram,Rice,2013,Autumn     ,875,2468,2.820571429
8298,Kerala,Thiruvananthapuram,Rice,2013,Summer     ,133,360,2.706766917
8299,Kerala,Thiruvananthapuram,Rice,2013,Winter     ,993,2498,2.515609265
8300,Kerala,Thiruvananthapuram,Rice,2013,Total,2001,5326,2.661669165
8301,Kerala,Thiruvananthapuram,Rice,2014,Autumn     ,963,2588,2.687435099
8302,Kerala,Thiruvananthapuram,Rice,2014,Summer     ,66,174,2.636363636
8303,Kerala,Thiruvananthapuram,Rice,2014,Winter     ,1064,2799,2.630639098
8304,Kerala,Thiruvananthapuram,Rice,2014,Total,2093,5561,2.656951744
8305,Kerala,Thiruvananthapuram,Rice,2015,Autumn     ,1074,2746,2.556797021
8306,Kerala,Thiruvananthapuram,Rice,2015,Summer     ,142,333,2.345070423
8307,Kerala,Thiruvananthapuram,Rice,2015,Winter     ,903,2374,2.629014397
8308,Kerala,Thiruvananthapuram,Rice,2015,Total,2119,5453,2.573383672
8309,Kerala,Thiruvananthapuram,Rice,2016,Autumn     ,791,2276,2.877370417
8310,Kerala,Thiruvananthapuram,Rice,2016,Summer     ,311,383,1.231511254
